Distance Matrix (rows/cols: 0=depot, 1..n=customers):
           0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
  65   12.81  28.16  30.15  26.68  28.64  25.71  30.08  27.20  29.73  31.62  29.07  31.78  50.54  43.60  51.97  48.83  53.00  46.10  48.10  51.86  20.59  21.63  23.32  25.00  25.08  25.94  27.46  27.73  29.15  29.73  31.76  38.33  38.00  40.00  40.31  43.29  43.29  46.00  48.00  48.26  16.40  15.26  17.00  15.81  18.87  20.59  19.70  18.68  22.36  20.62  23.41  25.08  23.54  35.23  30.59  25.71  35.90  26.25  36.40  26.93  37.34  10.20   5.39   2.00  10.00   0.00   5.10   1.00  10.44   5.83  48.05  47.27  11.18  45.12   7.07  25.18  42.30  41.23  40.31  40.26  39.92  37.34  30.89  28.30  28.43  28.28  23.43  22.67  26.25  23.43  19.21  23.32  48.85  48.10  45.31  42.38  41.76  46.57  36.40  40.61  45.54
  66   16.55  33.06  35.06  31.40  33.38  30.41  34.71  31.78  34.21  36.14  33.24  36.06  54.63  47.17  55.90  52.48  56.82  49.41  51.22  55.22  22.67  24.04  25.50  27.59  26.63  27.80  29.73  29.41  31.24  30.89  33.60  37.00  37.34  39.32  40.26  42.00  43.17  45.28  47.27  48.05  13.00  12.37  14.32  14.00  15.81  17.72  17.26  17.00  19.65  19.00  21.21  22.56  22.00  30.15  25.50  20.62  30.81  21.19  31.32  21.93  32.31   5.83   3.00   5.83   5.10   5.10   0.00   5.00   5.39   2.00  48.26  48.00   7.81  45.28   6.00  30.07  43.00  41.30  41.00  40.31  39.29  38.00  34.41  32.02  32.53  32.65  27.59  26.91  30.81  28.02  23.85  28.18  53.85  53.14  50.33  47.43  46.84  51.66  41.48  45.71  50.64
  67   12.21  28.07  30.07  26.48  28.44  25.50  29.83  26.93  29.41  31.32  28.64  31.38  50.09  43.01  51.48  48.26  52.48  45.45  47.42  51.22  19.72  20.81  22.47  24.21  24.17  25.06  26.63  26.83  28.30  28.79  30.89  37.34  37.00  39.00  39.32  42.30  42.30  45.00  47.00  47.27  15.62  14.42  16.12  14.87  18.03  19.72  18.79  17.72  21.47  19.65  22.47  24.17  22.56  35.13  30.41  25.50  35.69  25.96  36.14  26.57  37.00  10.44   5.83   3.00  10.05   1.00   5.00   0.00  10.20   5.39  49.03  48.26  11.66  46.10   7.81  25.08  43.29  42.20  41.30  41.23  40.85  38.33  31.76  29.15  29.21  29.00  24.21  23.43  26.91  24.08  19.85  23.85  49.24  48.47  45.69  42.72  42.06  46.84  36.69  40.79  45.71
  68   20.62  38.00  40.00  36.12  38.12  35.13  39.32  36.35  38.64  40.61  37.36  40.26  58.52  50.54  59.62  55.90  60.42  52.48  54.08  58.31  25.00  26.63  27.80  30.23  28.28  29.73  32.02  31.11  33.30  32.02  35.36  35.36  36.40  38.33  39.92  40.31  42.72  44.15  46.10  47.43  10.00  10.20  12.17  13.00  13.00  15.00  15.13  15.81  17.00  17.72  19.10  20.00  20.62  25.02  20.22  15.30  25.50  15.81  25.96  16.55  26.93   5.00   7.07  11.18   3.00  10.44   5.39  10.20   0.00   5.00  50.00  50.25   8.00  47.00   9.43  35.00  45.28  43.00  43.29  42.00  40.31  40.31  39.05  36.80  37.54  37.80  32.65  32.02  36.06  33.29  29.15  33.54  59.24  58.52  55.71  52.81  52.20  57.01  46.84  50.99  55.90
  69   15.81  33.00  35.00  31.14  33.14  30.15  34.37  31.40  33.73  35.69  32.57  35.44  53.85  46.14  55.04  51.48  55.90  48.26  50.00  54.08  21.21  22.67  24.04  26.25  25.00  26.25  28.28  27.80  29.73  29.15  32.02  35.00  35.36  37.34  38.33  40.00  41.23  43.29  45.28  46.10  11.18  10.44  12.37  12.00  13.93  15.81  15.30  15.00  17.72  17.00  19.24  20.62  20.00  30.02  25.18  20.22  30.41  20.62  30.81  21.19  31.62   7.07   5.00   7.07   5.83   5.83   2.00   5.39   5.00   0.00  50.25  50.00   9.43  47.27   8.00  30.00  45.00  43.29  43.00  42.30  41.23  40.00  36.06  33.60  33.97  33.97  29.00  28.28  32.02  29.21  25.00  29.15  54.63  53.85  51.08  48.10  47.43  52.20  42.06  46.10  50.99
  70   58.52  62.80  64.03  64.07  65.22  63.51  67.42  65.73  68.51  69.63  69.97  71.56  89.02  85.76  91.40  90.14  93.01  89.19  91.79  94.34  68.01  68.62  70.52  71.51  72.80  73.38  74.33  75.29  76.22  77.62  79.06  85.15  85.59  87.57  88.28  90.14  91.24  93.54  95.52  96.18  60.00  60.03  62.03  62.20  63.00  65.00  65.03  65.19  67.00  67.19  69.03  70.00  70.18  56.80  56.65  55.08  60.42  57.01  62.24  58.94  65.00  45.00  45.28  46.10  47.00  48.05  48.26  49.03  50.00  50.25   0.00   5.00  42.00   3.00  42.30  61.03   7.07   7.00   8.60   8.00  11.18  11.18  32.02  33.97  37.54  40.36  38.29  39.05  42.43  42.52  43.01  46.10  61.72  62.65  60.03  59.91  61.03  65.19  58.26  64.03  68.01
  71   57.01  59.91  61.03  61.40  62.43  60.90  64.66  63.13  65.86  66.89  67.54  68.96  86.02  83.24  88.48  87.46  90.14  86.77  89.44  91.79  66.71  67.19  69.12  69.92  71.59  72.03  72.80  73.98  74.73  76.49  77.62  85.00  85.15  87.14  87.57  90.00  90.55  93.13  95.13  95.52  60.21  60.07  62.07  62.00  63.20  65.19  65.07  65.00  67.19  67.00  69.07  70.18  70.00  59.17  58.60  56.65  62.65  58.52  64.41  60.41  67.08  45.28  45.00  45.28  47.27  47.27  48.00  48.26  50.25  50.00   5.00   0.00  42.30   5.83  42.00  58.31   5.00   8.60   7.00   9.43  14.14  10.00  28.28  30.48  33.97  36.80  35.23  36.06  39.05  39.41  40.31  43.01  57.31  58.31  55.76  55.80  57.01  61.03  54.49  60.21  64.03
  72   23.85  38.83  40.79  37.64  39.56  36.69  41.11  38.28  40.85  42.72  40.25  42.95  61.72  54.64  63.13  59.91  64.14  57.01  58.90  62.80  30.48  31.83  33.30  35.36  34.41  35.61  37.54  37.20  39.05  38.59  41.40  43.29  44.15  46.10  47.43  48.26  50.29  51.97  53.94  55.08  18.00  18.11  20.10  20.62  21.00  23.00  23.09  23.54  25.00  25.50  27.07  28.00  28.44  26.57  22.83  18.60  28.18  19.85  29.15  21.21  30.81   3.00   5.83  10.44   5.00  11.18   7.81  11.66   8.00   9.43  42.00  42.30   0.00  39.00   5.00  35.90  37.34  35.00  35.36  34.00  32.39  32.39  33.30  31.40  32.76  33.54  28.18  27.73  32.31  29.73  25.96  30.81  56.75  56.29  53.37  50.80  50.49  55.44  45.28  50.04  55.04
  73   55.71  60.44  61.72  61.61  62.80  61.03  65.00  63.25  66.03  67.20  67.42  69.07  86.68  83.22  89.02  87.66  90.60  86.61  89.19  91.81  65.15  65.79  67.68  68.71  69.92  70.52  71.51  72.42  73.39  74.73  76.22  82.15  82.61  84.59  85.33  87.14  88.28  90.55  92.54  93.21  57.00  57.04  59.03  59.21  60.00  62.00  62.03  62.20  64.00  64.20  66.03  67.00  67.19  54.12  53.85  52.20  57.70  54.12  59.51  56.04  62.24  42.00  42.30  43.17  44.00  45.12  45.28  46.10  47.00  47.27   3.00   5.83  39.00   0.00  39.32  58.60   5.39   4.00   6.40   5.00   8.60   8.60  30.23  32.02  35.61  38.42  36.07  36.80  40.36  40.31  40.61  43.86  60.42  61.27  58.59  58.31  59.36  63.63  56.40  62.20  66.29
  74   19.85  33.96  35.90  32.89  34.79  31.95  36.40  33.62  36.25  38.08  35.85  38.47  57.31  50.61  58.83  55.80  59.91  53.15  55.17  58.90  27.46  28.60  30.23  32.02  31.76  32.76  34.41  34.48  36.06  36.25  38.59  43.00  43.29  45.28  46.10  48.00  49.03  51.24  53.24  53.94  18.68  18.25  20.22  20.00  21.59  23.54  23.19  23.00  25.50  25.00  27.17  28.44  28.00  31.32  27.31  22.83  32.70  23.85  33.54  25.00  34.99   5.83   3.00   5.83   7.07   7.07   6.00   7.81   9.43   8.00  42.30  42.00   5.00  39.32   0.00  31.05  37.00  35.36  35.00  34.37  33.53  32.00  29.73  27.59  28.60  29.15  23.85  23.32  27.73  25.08  21.19  25.96  51.92  51.42  48.51  45.89  45.54  50.49  40.31  45.04  50.04
  75   15.81   3.00   5.00   3.16   4.24   3.00   6.40   5.10   7.62   8.60  10.05  10.77  28.28  25.08  30.48  29.15  32.02  28.79  31.62  33.54  21.21  19.85  21.40  19.72  25.00  23.85  22.36  25.55  24.17  29.15  26.93  46.10  43.01  44.65  42.06  50.00  44.72  49.74  51.48  49.24  36.40  34.48  35.11  32.31  37.34  38.08  36.25  33.54  38.91  34.48  38.08  40.31  36.06  60.01  55.08  50.09  60.21  50.25  60.41  50.49  60.83  35.36  30.41  25.50  35.13  25.18  30.07  25.08  35.00  30.00  61.03  58.31  35.90  58.60  31.05   0.00  54.08  55.44  52.43  54.67  56.57  50.00  31.62  28.79  25.96  23.54  23.26  22.36  20.62  19.31  18.03  15.81  29.73  28.28  26.25  22.67  21.21  25.00  16.40  18.03  22.36
  76   52.20  55.80  57.01  57.14  58.25  56.60  60.46  58.83  61.59  62.68  63.13  64.66  82.01  78.89  84.40  83.22  86.02  82.37  85.00  87.46  61.85  62.36  64.29  65.15  66.71  67.19  68.01  69.12  69.92  71.59  72.80  80.00  80.16  82.15  82.61  85.00  85.59  88.14  90.14  90.55  55.23  55.08  57.08  57.00  58.22  60.21  60.07  60.00  62.20  62.00  64.07  65.19  65.00  54.92  54.12  52.00  58.31  53.85  60.03  55.71  62.65  40.31  40.00  40.31  42.30  42.30  43.00  43.29  45.28  45.00   7.07   5.00  37.34   5.39  37.00  54.08   0.00   5.39   2.00   5.83  11.18   5.00  25.00  26.91  30.48  33.30  31.24  32.02  35.36  35.47  36.06  39.05  55.04  55.90  53.24  53.00  54.08  58.31  51.22  57.01  61.03
  77   52.00  57.38  58.73  58.41  59.67  57.80  61.85  60.00  62.80  64.03  64.07  65.80  83.63  79.88  85.91  84.40  87.46  83.22  85.76  88.48  61.35  62.03  63.91  65.00  66.10  66.73  67.78  68.62  69.64  70.88  72.45  78.16  78.64  80.62  81.39  83.15  84.34  86.58  88.57  89.27  53.00  53.04  55.04  55.23  56.00  58.00  58.03  58.22  60.00  60.21  62.03  63.00  63.20  50.61  50.16  48.38  54.12  50.29  55.90  52.20  58.60  38.00  38.33  39.29  40.00  41.23  41.30  42.20  43.00  43.29   7.00   8.60  35.00   4.00  35.36  55.44   5.39   0.00   5.00   1.00   5.83   5.83  28.18  29.68  33.29  36.06  33.30  33.97  37.80  37.54  37.54  41.04  58.87  59.62  56.86  56.36  57.31  61.72  54.08  59.91  64.14
  78   50.29  54.20  55.44  55.47  56.61  54.92  58.82  57.14  59.91  61.03  61.40  62.97  80.43  77.18  82.80  81.54  84.40  80.62  83.24  85.76  59.91  60.44  62.36  63.25  64.76  65.25  66.10  67.19  68.01  69.63  70.88  78.00  78.16  80.16  80.62  83.00  83.60  86.15  88.14  88.57  53.24  53.08  55.08  55.00  56.22  58.22  58.08  58.00  60.21  60.00  62.07  63.20  63.00  53.25  52.35  50.16  56.60  52.00  58.31  53.85  60.90  38.33  38.00  38.33  40.31  40.31  41.00  41.30  43.29  43.00   8.60   7.00  35.36   6.40  35.00  52.43   2.00   5.00   0.00   5.10  10.44   3.00  23.85  25.61  29.21  32.02  29.73  30.48  33.97  33.97  34.41  37.54  54.23  55.04  52.33  51.97  53.00  57.31  50.00  55.80  59.91
  79   51.08  56.64  58.00  57.63  58.90  57.01  61.07  59.20  62.01  63.25  63.25  65.00  82.88  79.06  85.15  83.60  86.68  82.38  84.91  87.66  60.41  61.10  62.97  64.08  65.15  65.79  66.85  67.68  68.71  69.92  71.51  77.16  77.65  79.63  80.41  82.15  83.36  85.59  87.57  88.28  52.00  52.04  54.04  54.23  55.00  57.00  57.04  57.22  59.00  59.21  61.03  62.00  62.20  49.74  49.24  47.43  53.24  49.34  55.01  51.24  57.70  37.00  37.34  38.33  39.00  40.26  40.31  41.23  42.00  42.30   8.00   9.43  34.00   5.00  34.37  54.67   5.83   1.00   5.10   0.00   5.39   5.39  27.73  29.15  32.76  35.51  32.65  33.30  37.20  36.88  36.80  40.36  58.52  59.24  56.46  55.90  56.82  61.27  53.54  59.36  63.63
  80   51.48  58.73  60.21  59.41  60.81  58.73  62.94  60.88  63.70  65.07  64.66  66.60  84.85  80.43  87.00  85.15  88.46  83.60  86.02  89.02  60.42  61.27  63.07  64.41  65.00  65.80  67.08  67.62  68.88  69.64  71.59  75.66  76.49  78.45  79.56  80.62  82.46  84.34  86.31  87.32  50.25  50.49  52.47  52.95  53.24  55.23  55.44  55.90  57.22  57.87  59.41  60.21  60.83  45.62  45.54  44.15  49.24  46.10  51.08  48.05  53.85  35.36  36.40  38.08  37.34  39.92  39.29  40.85  40.31  41.23  11.18  14.14  32.39   8.60  33.53  56.57  11.18   5.83  10.44   5.39   0.00  10.00  31.62  32.70  36.25  38.91  35.51  36.06  40.31  39.66  39.05  43.01  62.64  63.25  60.41  59.62  60.42  65.00  56.82  62.65  67.08
  81   47.43  51.86  53.15  53.01  54.20  52.43  56.40  54.64  57.43  58.60  58.83  60.46  78.10  74.63  80.43  79.06  82.01  78.03  80.62  83.22  57.01  57.57  59.48  60.41  61.85  62.36  63.25  64.29  65.15  66.71  68.01  75.00  75.17  77.16  77.65  80.00  80.62  83.15  85.15  85.59  50.25  50.09  52.09  52.00  53.24  55.23  55.08  55.00  57.22  57.00  59.08  60.21  60.00  50.80  49.74  47.42  54.08  49.24  55.76  51.08  58.31  35.36  35.00  35.36  37.34  37.34  38.00  38.33  40.31  40.00  11.18  10.00  32.39   8.60  32.00  50.00   5.00   5.83   3.00   5.39  10.00   0.00  22.36  23.85  27.46  30.23  27.59  28.28  32.02  31.83  32.02  35.36  53.14  53.85  51.08  50.54  51.48  55.90  48.26  54.08  58.31
  82   35.36  32.70  33.54  34.79  35.47  34.48  37.70  36.69  39.22  39.92  41.48  42.38  58.31  56.65  60.90  60.42  62.65  60.41  63.25  65.00  45.28  45.10  47.10  47.00  50.25  50.09  50.00  52.09  52.00  55.23  55.00  68.01  66.71  68.66  67.74  72.80  70.71  74.53  76.49  75.66  47.17  46.14  47.89  46.52  49.74  51.48  50.54  49.24  53.24  51.08  54.13  55.90  53.85  58.83  55.80  51.86  61.03  53.15  62.20  54.49  64.03  35.36  32.02  29.15  36.80  30.89  34.41  31.76  39.05  36.06  32.02  28.28  33.30  30.23  29.73  31.62  25.00  28.18  23.85  27.73  31.62  22.36   0.00   3.00   5.83   8.60   9.00  10.00  11.18  12.37  15.00  15.81  31.05  31.62  28.79  28.18  29.15  33.54  26.25  32.02  36.06
  83   32.39  29.97  30.89  31.95  32.70  31.62  34.93  33.84  36.40  37.16  38.60  39.56  55.76  53.85  58.31  57.70  60.03  57.58  60.41  62.24  42.30  42.11  44.10  44.00  47.27  47.10  47.00  49.09  49.00  52.24  52.00  65.15  63.79  65.73  64.78  69.92  67.74  71.59  73.55  72.69  44.65  43.57  45.28  43.83  47.17  48.88  47.89  46.52  50.61  48.33  51.43  53.24  51.08  57.31  54.08  50.00  59.36  51.22  60.46  52.50  62.20  33.30  29.73  26.63  34.66  28.30  32.02  29.15  36.80  33.60  33.97  30.48  31.40  32.02  27.59  28.79  26.91  29.68  25.61  29.15  32.70  23.85   3.00   0.00   3.61   6.40   6.00   7.00   8.60   9.49  12.00  13.00  30.41  30.81  27.89  26.93  27.73  32.31  24.41  30.23  34.48
  84   31.05  26.93  27.73  29.12  29.73  28.86  31.95  31.05  33.53  34.18  35.90  36.69  52.48  50.92  55.07  54.63  56.82  54.71  57.57  59.24  40.79  40.45  42.43  42.11  45.71  45.40  45.10  47.38  47.10  50.64  50.09  64.26  62.64  64.56  63.35  68.95  66.29  70.34  72.28  71.20  44.82  43.60  45.22  43.57  47.20  48.83  47.71  46.14  50.48  47.89  51.11  53.00  50.54  59.03  55.57  51.31  60.90  52.43  61.91  53.60  63.51  34.41  30.48  26.91  35.61  28.43  32.53  29.21  37.54  33.97  37.54  33.97  32.76  35.61  28.60  25.96  30.48  33.29  29.21  32.76  36.25  27.46   5.83   3.61   0.00   2.83   5.00   5.83   5.39   7.00  10.44  10.20  27.17  27.46  24.52  23.41  24.17  28.79  20.81  26.63  30.89
  85   29.73  24.35  25.08  26.68  27.20  26.48  29.41  28.64  31.05  31.62  33.54  34.21  49.74  48.38  52.35  52.00  54.12  52.20  55.08  56.65  39.29  38.83  40.79  40.31  44.15  43.74  43.29  45.71  45.28  49.03  48.26  63.16  61.35  63.25  61.85  67.78  64.76  68.96  70.88  69.63  44.60  43.28  44.82  43.01  46.86  48.41  47.20  45.49  50.00  47.17  50.48  52.43  49.74  60.01  56.36  51.97  61.72  53.00  62.65  54.08  64.14  34.99  30.81  26.91  36.06  28.28  32.65  29.00  37.80  33.97  40.36  36.80  33.54  38.42  29.15  23.54  33.30  36.06  32.02  35.51  38.91  30.23   8.60   6.40   2.83   0.00   5.39   5.83   3.00   5.39   9.43   8.00  25.02  25.18  22.20  20.88  21.54  26.25  18.03  23.85  28.18
  86   26.48  24.70  25.81  26.40  27.29  26.00  29.53  28.23  30.87  31.76  32.89  34.01  50.80  48.33  53.25  52.35  54.92  52.00  54.78  56.80  36.35  36.12  38.12  38.00  41.30  41.11  41.00  43.10  43.00  46.27  46.00  59.46  57.97  59.91  58.86  64.20  61.81  65.73  67.68  66.75  39.82  38.60  40.22  38.59  42.20  43.83  42.72  41.18  45.49  42.94  46.14  48.02  45.62  54.63  51.00  46.65  56.36  47.71  57.31  48.83  58.83  29.68  25.61  21.93  30.81  23.43  27.59  24.21  32.65  29.00  38.29  35.23  28.18  36.07  23.85  23.26  31.24  33.30  29.73  32.65  35.51  27.59   9.00   6.00   5.00   5.39   0.00   1.00   5.10   4.24   6.00   7.81  30.02  30.02  27.02  25.32  25.71  30.59  21.54  27.31  31.95
  87   25.50  23.85  25.00  25.50  26.42  25.08  28.65  27.31  29.97  30.89  31.95  33.11  50.00  47.42  52.43  51.48  54.08  51.08  53.85  55.90  35.36  35.13  37.12  37.00  40.31  40.11  40.00  42.11  42.00  45.28  45.00  58.52  57.01  58.94  57.87  63.25  60.83  64.76  66.71  65.76  39.05  37.80  39.41  37.74  41.40  43.01  41.88  40.31  44.65  42.06  45.28  47.17  44.72  54.23  50.54  46.14  55.90  47.17  56.82  48.26  58.31  29.15  25.00  21.21  30.23  22.67  26.91  23.43  32.02  28.28  39.05  36.06  27.73  36.80  23.32  22.36  32.02  33.97  30.48  33.30  36.06  28.28  10.00   7.00   5.83   5.83   1.00   0.00   5.00   3.61   5.00   7.07  30.07  30.00  27.00  25.18  25.50  30.41  21.19  26.93  31.62
  88   26.93  21.54  22.36  23.77  24.35  23.54  26.57  25.71  28.16  28.79  30.59  31.32  47.17  45.54  49.74  49.24  51.48  49.34  52.20  53.85  36.40  35.90  37.85  37.34  41.23  40.79  40.31  42.76  42.30  46.10  45.28  60.42  58.52  60.41  58.94  65.00  61.85  66.10  68.01  66.71  42.43  41.04  42.52  40.61  44.60  46.10  44.82  43.01  47.63  44.65  48.01  50.00  47.17  58.87  55.04  50.54  60.42  51.48  61.27  52.48  62.65  33.54  29.15  25.00  34.48  26.25  30.81  26.91  36.06  32.02  42.43  39.05  32.31  40.36  27.73  20.62  35.36  37.80  33.97  37.20  40.31  32.02  11.18   8.60   5.39   3.00   5.10   5.00   0.00   2.83   7.07   5.00  25.08  25.00  22.00  20.22  20.62  25.50  16.55  22.36  26.93
  89   24.35  20.59  21.63  22.47  23.26  22.14  25.50  24.35  26.93  27.73  29.12  30.08  46.62  44.38  49.09  48.30  50.77  48.10  50.92  52.80  33.96  33.54  35.51  35.13  38.83  38.47  38.12  40.45  40.11  43.74  43.10  57.78  55.97  57.87  56.52  62.39  59.44  63.60  65.52  64.33  39.60  38.21  39.70  37.80  41.77  43.28  42.01  40.22  44.82  41.88  45.22  47.20  44.42  56.30  52.39  47.85  57.78  48.76  58.60  49.74  59.94  30.87  26.42  22.20  31.76  23.43  28.02  24.08  33.29  29.21  42.52  39.41  29.73  40.31  25.08  19.31  35.47  37.54  33.97  36.88  39.66  31.83  12.37   9.49   7.00   5.39   4.24   3.61   2.83   0.00   4.24   3.61  27.29  27.07  24.08  22.02  22.20  27.17  17.72  23.41  28.16
  90   20.62  19.85  21.21  21.10  22.20  20.59  24.41  22.83  25.55  26.63  27.31  28.65  46.10  42.94  48.41  47.17  50.00  46.52  49.24  51.48  30.41  30.15  32.14  32.00  35.36  35.13  35.00  37.12  37.00  40.31  40.00  53.85  52.20  54.12  52.95  58.52  55.90  59.91  61.85  60.83  35.36  33.97  35.47  33.60  37.54  39.05  37.80  36.06  40.61  37.74  41.05  43.01  40.31  52.50  48.47  43.86  53.85  44.72  54.63  45.65  55.90  26.93  22.36  18.03  27.73  19.21  23.85  19.85  29.15  25.00  43.01  40.31  25.96  40.61  21.19  18.03  36.06  37.54  34.41  36.80  39.05  32.02  15.00  12.00  10.44   9.43   6.00   5.00   7.07   4.24   0.00   5.00  30.81  30.41  27.46  25.08  25.00  30.00  20.10  25.50  30.41
  91   22.36  17.00  18.03  18.97  19.70  18.68  21.93  20.88  23.41  24.17  25.71  26.57  43.01  40.85  45.49  44.72  47.17  44.60  47.43  49.24  31.62  31.05  32.98  32.39  36.40  35.90  35.36  37.85  37.34  41.23  40.31  55.90  53.85  55.71  54.12  60.42  57.01  61.35  63.25  61.85  39.05  37.54  38.90  36.80  41.04  42.43  41.04  39.05  43.86  40.61  44.05  46.10  43.01  57.28  53.14  48.47  58.52  49.24  59.24  50.09  60.42  31.62  26.93  22.36  32.31  23.32  28.18  23.85  33.54  29.15  46.10  43.01  30.81  43.86  25.96  15.81  39.05  41.04  37.54  40.36  43.01  35.36  15.81  13.00  10.20   8.00   7.81   7.07   5.00   3.61   5.00   0.00  25.96  25.50  22.56  20.10  20.00  25.00  15.13  20.62  25.50
  92   44.20  27.80  26.63  31.40  30.23  32.02  31.38  33.02  33.62  32.65  37.22  35.78  42.00  46.10  45.00  47.27  47.00  50.01  52.95  52.24  50.93  49.58  51.09  49.20  54.67  53.41  51.61  55.00  53.25  58.60  55.76  75.82  72.62  74.20  71.28  79.65  73.78  79.06  80.71  78.03  63.63  61.91  62.97  60.46  65.19  66.29  64.64  62.20  67.42  63.41  67.01  69.20  65.30  83.24  79.06  74.33  84.43  75.03  85.09  75.77  86.16  57.57  52.81  48.10  58.19  48.85  53.85  49.24  59.24  54.63  61.72  57.31  56.75  60.42  51.92  29.73  55.04  58.87  54.23  58.52  62.64  53.14  31.05  30.41  27.17  25.02  30.02  30.07  25.08  27.29  30.81  25.96   0.00   2.00   3.61   7.07   8.60   7.00  13.45  13.00  12.00
  93   43.01  26.25  25.00  29.83  28.60  30.48  29.68  31.40  31.91  30.89  35.51  34.00  40.00  44.15  43.00  45.28  45.00  48.05  50.99  50.25  49.50  48.10  49.58  47.63  53.15  51.86  50.00  53.41  51.61  57.01  54.08  74.33  71.06  72.62  69.63  78.10  72.11  77.42  79.06  76.32  62.65  60.90  61.91  59.36  64.14  65.19  63.51  61.03  66.29  62.20  65.80  68.01  64.03  82.71  78.45  73.68  83.82  74.33  84.43  75.03  85.44  57.01  52.20  47.43  57.57  48.10  53.14  48.47  58.52  53.85  62.65  58.31  56.29  61.27  51.42  28.28  55.90  59.62  55.04  59.24  63.25  53.85  31.62  30.81  27.46  25.18  30.02  30.00  25.00  27.07  30.41  25.50   2.00   0.00   3.00   5.83   7.07   5.00  12.21  11.18  10.00
  94   40.61  24.41  23.32  28.02  26.93  28.60  28.18  29.68  30.41  29.55  34.00  32.70  40.11  43.57  43.10  45.04  45.10  47.52  50.49  50.04  47.42  46.10  47.63  45.80  51.22  50.00  48.26  51.61  49.93  55.22  52.48  72.35  69.20  70.80  67.96  76.22  70.49  75.72  77.39  74.79  60.03  58.31  59.36  56.86  61.59  62.68  61.03  58.60  63.82  59.82  63.41  65.60  61.72  79.81  75.58  70.84  80.96  71.51  81.60  72.24  82.64  54.12  49.34  44.60  54.71  45.31  50.33  45.69  55.71  51.08  60.03  55.76  53.37  58.59  48.51  26.25  53.24  56.86  52.33  56.46  60.41  51.08  28.79  27.89  24.52  22.20  27.02  27.00  22.00  24.08  27.46  22.56   3.61   3.00   0.00   3.61   5.39   5.83   9.90  10.20  10.44
  95   37.20  20.81  19.72  24.41  23.32  25.00  24.60  26.08  26.83  26.00  30.41  29.15  37.34  40.31  40.31  42.00  42.30  44.28  47.27  47.00  43.86  42.52  44.05  42.20  47.63  46.40  44.65  48.01  46.32  51.61  48.88  68.77  65.60  67.20  64.35  72.62  66.89  72.11  73.78  71.20  56.82  55.07  56.08  53.54  58.31  59.36  57.69  55.22  60.46  56.40  60.00  62.20  58.26  77.13  72.80  68.01  78.16  68.62  78.75  69.29  79.71  51.42  46.57  41.76  51.92  42.38  47.43  42.72  52.81  48.10  59.91  55.80  50.80  58.31  45.89  22.67  53.00  56.36  51.97  55.90  59.62  50.54  28.18  26.93  23.41  20.88  25.32  25.18  20.22  22.02  25.08  20.10   7.07   5.83   3.61   0.00   2.00   5.39   6.40   7.00   8.60
  96   36.06  19.21  18.03  22.80  21.63  23.43  22.83  24.41  25.06  24.17  28.65  27.31  35.36  38.33  38.33  40.00  40.31  42.30  45.28  45.00  42.43  41.04  42.52  40.61  46.10  44.82  43.01  46.40  44.65  50.00  47.17  67.27  64.03  65.60  62.68  71.06  65.19  70.46  72.11  69.46  55.90  54.12  55.07  52.48  57.31  58.31  56.60  54.08  59.36  55.22  58.82  61.03  57.01  76.69  72.28  67.45  77.62  68.01  78.16  68.62  79.06  50.99  46.10  41.23  51.42  41.76  46.84  42.06  52.20  47.43  61.03  57.01  50.49  59.36  45.54  21.21  54.08  57.31  53.00  56.82  60.42  51.48  29.15  27.73  24.17  21.54  25.71  25.50  20.62  22.20  25.00  20.00   8.60   7.07   5.39   2.00   0.00   5.00   5.39   5.00   7.07
  97   40.31  22.67  21.21  26.17  24.76  26.91  25.61  27.59  27.80  26.63  31.40  29.68  35.00  39.29  38.00  40.31  40.00  43.17  46.10  45.28  46.10  44.60  45.97  43.86  49.50  48.10  46.10  49.58  47.63  53.15  50.00  70.71  67.27  68.77  65.60  74.33  68.01  73.41  75.00  72.11  60.42  58.60  59.48  56.82  61.72  62.65  60.90  58.31  63.63  59.36  62.97  65.19  61.03  81.58  77.13  72.28  82.46  72.80  82.97  73.38  83.82  55.90  50.99  46.10  56.29  46.57  51.66  46.84  57.01  52.20  65.19  61.03  55.44  63.63  50.49  25.00  58.31  61.72  57.31  61.27  65.00  55.90  33.54  32.31  28.79  26.25  30.59  30.41  25.50  27.17  30.00  25.00   7.00   5.00   5.83   5.39   5.00   0.00  10.20   7.07   5.00
